ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|P52588|Positive_27	Endoplasmic_reticulum	0.005	0.0	0.0006	0.211	0.0004	0.0002	0.7212	0.0001	0.0001	0.0665	0.0
sp|Q54EN4|Positive_37	Endoplasmic_reticulum	0.0116	0.0001	0.0008	0.2061	0.0002	0.0001	0.7693	0.0	0.0002	0.0232	0.0
sp|Q4IEA7|Positive_38	Endoplasmic_reticulum	0.0362	0.0153	0.0494	0.1769	0.063	0.0062	0.6082	0.0014	0.0301	0.0464	0.0032
sp|Q53LQ0|Positive_27	Endoplasmic_reticulum	0.0265	0.0	0.0006	0.0736	0.0003	0.0002	0.8965	0.0001	0.0	0.0286	0.0
sp|P29828|Positive_27	Endoplasmic_reticulum	0.0331	0.0001	0.0007	0.0546	0.0004	0.0003	0.9137	0.0001	0.0003	0.0297	0.0
sp|Q2HWU2|Positive_32	Endoplasmic_reticulum	0.0293	0.0059	0.0149	0.1072	0.0238	0.0003	0.794	0.0012	0.0029	0.0496	0.0002
sp|P05307|Positive_32	Endoplasmic_reticulum	0.0306	0.0015	0.0024	0.0492	0.0053	0.0002	0.9172	0.0003	0.0035	0.0204	0.0
sp|Q5BDB9|Positive_36	Endoplasmic_reticulum	0.1639	0.0016	0.0007	0.1437	0.0166	0.0014	0.7036	0.0003	0.1073	0.0247	0.0001
sp|Q8R4U2|Positive_32	Endoplasmic_reticulum	0.009	0.0029	0.0123	0.2108	0.0056	0.0001	0.7458	0.0005	0.0003	0.0218	0.0
sp|P21195|Positive_32	Endoplasmic_reticulum	0.0614	0.0005	0.0011	0.0867	0.0076	0.0002	0.8611	0.0003	0.0019	0.0404	0.0
sp|P04785|Positive_32	Endoplasmic_reticulum	0.0117	0.0016	0.0065	0.1572	0.0041	0.0001	0.8079	0.0002	0.0003	0.0221	0.0
sp|P09103|Positive_32	Endoplasmic_reticulum	0.0116	0.0022	0.0087	0.1525	0.0048	0.0001	0.8068	0.0004	0.0003	0.0242	0.0
sp|Q9SRG3|Positive_27	Endoplasmic_reticulum	0.0468	0.0001	0.0004	0.0243	0.0003	0.0006	0.947	0.0	0.0007	0.0265	0.0
sp|P07237|Positive_32	Endoplasmic_reticulum	0.0273	0.0049	0.0074	0.09	0.0116	0.0003	0.8586	0.0006	0.0023	0.0242	0.0001
sp|Q566E5|Positive_39	Endoplasmic_reticulum	0.1247	0.0017	0.0057	0.2018	0.1763	0.0026	0.5349	0.0006	0.012	0.0631	0.0011
sp|Q5R5B6|Positive_32	Endoplasmic_reticulum	0.0211	0.0021	0.0033	0.1001	0.0048	0.0001	0.8655	0.0004	0.0009	0.0227	0.0001
sp|Q7Z4H8|Positive_39	Endoplasmic_reticulum	0.3116	0.0014	0.005	0.0663	0.1379	0.0052	0.6546	0.0001	0.0849	0.0417	0.0029
sp|P55059|Positive_34	Endoplasmic_reticulum	0.0187	0.0001	0.0038	0.1878	0.0059	0.0005	0.7452	0.0004	0.0004	0.0557	0.0001
sp|Q6UW63|Positive_39	Endoplasmic_reticulum	0.0346	0.0002	0.0007	0.2987	0.0008	0.0008	0.6814	0.0	0.0001	0.0173	0.0
sp|Q9JHP7|Positive_39	Endoplasmic_reticulum	0.0867	0.0023	0.0068	0.2399	0.0059	0.0051	0.6961	0.0021	0.0029	0.0387	0.0002
sp|Q9XI01|Positive_27	Endoplasmic_reticulum	0.0137	0.0001	0.0005	0.0903	0.0002	0.0002	0.8769	0.0001	0.0001	0.0316	0.0
sp|Q7ZVE6|Positive_39	Endoplasmic_reticulum	0.4781	0.0016	0.0047	0.0274	0.0342	0.0032	0.8692	0.0006	0.0451	0.013	0.0011
sp|Q43116|Positive_27	Endoplasmic_reticulum	0.0218	0.0	0.0003	0.1143	0.0002	0.0003	0.8537	0.0001	0.0001	0.0308	0.0
sp|Q6Y288|Positive_40	Endoplasmic_reticulum	0.1999	0.0001	0.0003	0.1073	0.0005	0.0061	0.7859	0.0	0.0034	0.0963	0.0
sp|P54399|Positive_32	Endoplasmic_reticulum	0.0099	0.0001	0.0046	0.0997	0.0002	0.0	0.8839	0.0	0.0002	0.0112	0.0
sp|Q10057|Positive_41	Endoplasmic_reticulum	0.0321	0.0014	0.0093	0.2533	0.0045	0.0006	0.6805	0.0011	0.0009	0.0482	0.0001
sp|Q6CKV0|Positive_42	Endoplasmic_reticulum	0.6748	0.0081	0.004	0.0167	0.0664	0.0022	0.4909	0.0013	0.3883	0.0208	0.0013
sp|Q8BHT6|Positive_40	Extracellular	0.0103	0.0012	0.0078	0.6391	0.002	0.0026	0.2327	0.0001	0.0007	0.1138	0.0002
sp|Q5R890|Positive_43	Mitochondrion	0.4652	0.0054	0.0126	0.0511	0.6447	0.0049	0.2162	0.0196	0.0187	0.0172	0.0096
sp|Q9UNW1|Positive_43	Endoplasmic_reticulum	0.4283	0.0038	0.0074	0.074	0.3453	0.0042	0.4865	0.0135	0.0361	0.0244	0.0047
sp|Q17967|Positive_45	Endoplasmic_reticulum	0.0093	0.0018	0.0485	0.2096	0.0045	0.0003	0.6351	0.0047	0.0012	0.0941	0.0001
sp|Q62609|Positive_44	Extracellular	0.2503	0.0039	0.0288	0.2927	0.0481	0.0116	0.2725	0.0631	0.1174	0.1552	0.0066
sp|Q99784|Positive_44	Extracellular	0.2388	0.0043	0.0279	0.3044	0.0404	0.0127	0.294	0.0273	0.1158	0.1675	0.0058
sp|O88998|Positive_44	Extracellular	0.2495	0.0039	0.0295	0.2926	0.0487	0.0117	0.2708	0.065	0.1161	0.155	0.0067
sp|Q9IAK4|Positive_44	Endoplasmic_reticulum	0.2493	0.0044	0.0285	0.2896	0.0406	0.0121	0.3179	0.0284	0.1185	0.1549	0.0053
sp|Q7S4Z6|Positive_46	Mitochondrion	0.7944	0.01	0.0235	0.0032	0.243	0.233	0.1838	0.0275	0.0408	0.1703	0.0651
sp|Q9Z2L6|Positive_43	Endoplasmic_reticulum	0.4545	0.0052	0.0095	0.0478	0.2891	0.0067	0.4881	0.022	0.0806	0.0467	0.0043
sp|O35217|Positive_43	Endoplasmic_reticulum	0.2931	0.0008	0.0017	0.0342	0.0282	0.0019	0.7937	0.0007	0.0688	0.0699	0.0001
sp|Q5N8F2|Positive_47	Mitochondrion	0.4689	0.0017	0.0548	0.1058	0.3448	0.0235	0.1517	0.0867	0.0205	0.051	0.1595
sp|Q9LZV3|Positive_48	Extracellular	0.0344	0.0018	0.0085	0.654	0.008	0.004	0.2265	0.001	0.0036	0.0916	0.001
sp|F1NPQ2|Positive_43	Mitochondrion	0.5245	0.0078	0.0089	0.1415	0.5025	0.0101	0.2049	0.0316	0.0487	0.0362	0.0076
sp|Q84XG9|Positive_47	Extracellular	0.1168	0.0006	0.0637	0.3617	0.1716	0.0065	0.0834	0.1016	0.0001	0.1678	0.043
sp|Q8S9S4|Positive_47	Extracellular	0.1233	0.0006	0.0657	0.3455	0.1779	0.0068	0.0814	0.1032	0.0001	0.1722	0.0465
sp|O04373|Positive_47	Extracellular	0.1174	0.0009	0.014	0.4157	0.1217	0.0046	0.378	0.0308	0.0007	0.0278	0.006
sp|Q63081|Positive_49	Endoplasmic_reticulum	0.0201	0.0004	0.002	0.3016	0.0008	0.001	0.6284	0.0017	0.0003	0.0636	0.0
sp|Q922R8|Positive_49	Endoplasmic_reticulum	0.0201	0.0005	0.0027	0.4201	0.0012	0.0011	0.507	0.0017	0.0006	0.0649	0.0
sp|Q15084|Positive_49	Endoplasmic_reticulum	0.0271	0.0023	0.0186	0.4272	0.0127	0.0014	0.4661	0.0078	0.0009	0.063	0.0001
sp|O48773|Positive_49	Endoplasmic_reticulum	0.0293	0.0005	0.0019	0.3378	0.0016	0.0036	0.5443	0.0007	0.0012	0.1083	0.0001
sp|Q5R6T1|Positive_49	Extracellular	0.0087	0.0048	0.0633	0.5549	0.0212	0.0009	0.2557	0.0146	0.0004	0.084	0.0002
sp|P54970|Positive_47	Endoplasmic_reticulum	0.0132	0.0001	0.0024	0.3331	0.0019	0.0013	0.5049	0.0002	0.0004	0.1554	0.0003
sp|P38660|Positive_49	Extracellular	0.0169	0.002	0.0059	0.5491	0.0033	0.0011	0.3862	0.0024	0.0008	0.049	0.0002
sp|P54969|Positive_47	Extracellular	0.0372	0.0026	0.0625	0.5354	0.0682	0.0026	0.2365	0.0111	0.0002	0.0491	0.0318
sp|Q00002|Positive_50	Cytoplasm	0.0473	0.0589	0.8265	0.0049	0.0092	0.0275	0.0062	0.0221	0.0128	0.0108	0.0212
sp|Q9SWX9|Positive_47	Extracellular	0.0752	0.0035	0.0183	0.4811	0.012	0.011	0.3103	0.023	0.0014	0.1375	0.0019
sp|Q9V438|Positive_49	Extracellular	0.0076	0.0002	0.003	0.4862	0.0012	0.0008	0.3227	0.001	0.0008	0.1842	0.0
sp|Q8NBS9|Positive_51	Endoplasmic_reticulum	0.2846	0.0003	0.0011	0.0397	0.0019	0.0028	0.7154	0.0	0.1667	0.072	0.0
sp|Q9VBV5|Positive_52	Endoplasmic_reticulum	0.1364	0.0004	0.0016	0.2492	0.0013	0.001	0.7142	0.0002	0.0058	0.0262	0.0
sp|Q6BTV5|Positive_53	Endoplasmic_reticulum	0.1226	0.0045	0.0049	0.0681	0.009	0.0016	0.8604	0.0002	0.0265	0.0246	0.0002
sp|Q99158|Positive_54	Endoplasmic_reticulum	0.0235	0.0024	0.0422	0.1964	0.025	0.0004	0.6842	0.0045	0.0012	0.0428	0.0009
sp|O04151|Positive_55	Endoplasmic_reticulum	0.4031	0.0008	0.0002	0.0693	0.0008	0.0013	0.8054	0.0001	0.1156	0.0065	0.0
sp|O04153|Positive_55	Endoplasmic_reticulum	0.2369	0.0088	0.0044	0.0299	0.012	0.0097	0.8491	0.0015	0.0169	0.0674	0.0001
sp|Q38858|Positive_55	Endoplasmic_reticulum	0.1592	0.0008	0.0006	0.1291	0.0011	0.0022	0.8435	0.0006	0.0038	0.0182	0.0
sp|Q9SLY8|Positive_55	Endoplasmic_reticulum	0.2858	0.0005	0.0002	0.06	0.046	0.0027	0.86	0.0018	0.0109	0.0179	0.0
sp|Q23858|Positive_55	Endoplasmic_reticulum	0.2552	0.0012	0.0001	0.058	0.0005	0.0035	0.9253	0.0001	0.0061	0.0051	0.0
sp|O45293|Positive_57	Endoplasmic_reticulum	0.1181	0.0012	0.0127	0.2107	0.0108	0.0009	0.6843	0.0008	0.0078	0.07	0.0008
sp|Q9XF98|Positive_55	Endoplasmic_reticulum	0.1039	0.0005	0.0001	0.0514	0.0004	0.0005	0.9206	0.0001	0.0057	0.0207	0.0
sp|Q08199|Positive_56	Endoplasmic_reticulum	0.3076	0.0198	0.0373	0.0405	0.1423	0.0042	0.6033	0.0097	0.0776	0.0604	0.0049
sp|Q9SP22|Positive_55	Endoplasmic_reticulum	0.1995	0.0023	0.0003	0.1036	0.01	0.0006	0.8646	0.0002	0.0049	0.0134	0.0
sp|Q9STD3|Positive_55	Endoplasmic_reticulum	0.0934	0.0005	0.0024	0.1254	0.0034	0.0037	0.8265	0.0004	0.001	0.0366	0.0
sp|P15253|Positive_55	Endoplasmic_reticulum	0.0398	0.0001	0.0002	0.074	0.0002	0.0004	0.9035	0.0	0.0002	0.0214	0.0
sp|Q2KJH6|Positive_58	Extracellular	0.0147	0.0003	0.007	0.5652	0.0355	0.0007	0.3659	0.0013	0.001	0.0227	0.0004
sp|P50454|Positive_58	Extracellular	0.0025	0.0001	0.0027	0.6986	0.003	0.0001	0.2737	0.0002	0.0001	0.0214	0.0
sp|P19324|Positive_58	Extracellular	0.0075	0.0001	0.0016	0.5412	0.0065	0.0002	0.4219	0.0002	0.0001	0.0281	0.0001
sp|Q4R6K8|Positive_55	Endoplasmic_reticulum	0.0145	0.0001	0.0002	0.1245	0.0004	0.0001	0.8471	0.0001	0.0001	0.0275	0.0
sp|P27797|Positive_55	Endoplasmic_reticulum	0.0255	0.0002	0.0003	0.1077	0.0005	0.0002	0.8662	0.0001	0.0003	0.0246	0.0
sp|Q2HWU3|Positive_55	Endoplasmic_reticulum	0.0145	0.0001	0.0002	0.1245	0.0004	0.0001	0.8471	0.0001	0.0001	0.0275	0.0
sp|P52193|Positive_55	Endoplasmic_reticulum	0.0203	0.0001	0.0002	0.0943	0.0003	0.0002	0.885	0.0	0.0002	0.0197	0.0
sp|P29457|Positive_58	Extracellular	0.0062	0.0001	0.0015	0.5384	0.0051	0.0002	0.426	0.0002	0.0001	0.0284	0.0001
sp|Q4VIT5|Positive_55	Endoplasmic_reticulum	0.0145	0.0001	0.0002	0.1245	0.0004	0.0001	0.8471	0.0001	0.0001	0.0275	0.0
sp|Q3TNH5|Positive_59	Nucleus	0.0631	0.3111	0.1872	0.1998	0.025	0.036	0.1776	0.0106	0.0121	0.0397	0.0011
sp|Q8K3H7|Positive_55	Endoplasmic_reticulum	0.0144	0.0001	0.0002	0.1138	0.0003	0.0001	0.8655	0.0	0.0001	0.0198	0.0
sp|P28491|Positive_55	Endoplasmic_reticulum	0.0434	0.0003	0.0004	0.0847	0.0006	0.0005	0.8848	0.0001	0.0004	0.0283	0.0
sp|Q5RBS3|Positive_58	Extracellular	0.0015	0.0	0.0026	0.8372	0.0023	0.0001	0.1405	0.0001	0.0001	0.017	0.0
sp|Q91W90|Positive_51	Endoplasmic_reticulum	0.1511	0.0007	0.0021	0.0229	0.0015	0.0068	0.7926	0.0001	0.0618	0.1114	0.0001
sp|Q9VYV3|Positive_51	Endoplasmic_reticulum	0.089	0.0009	0.002	0.066	0.0047	0.0028	0.8592	0.0012	0.0035	0.0596	0.0
sp|Q8WUF8|Positive_59	Extracellular	0.0518	0.1487	0.1873	0.3044	0.0248	0.0236	0.2376	0.0128	0.0082	0.0488	0.0037
sp|P18418|Positive_55	Endoplasmic_reticulum	0.019	0.0002	0.0003	0.1074	0.0005	0.0001	0.8708	0.0001	0.0001	0.0205	0.0
sp|Q40401|Positive_55	Endoplasmic_reticulum	0.3098	0.0014	0.0002	0.0585	0.0013	0.0006	0.7326	0.0002	0.187	0.0181	0.0
sp|O81919|Positive_55	Endoplasmic_reticulum	0.1086	0.0003	0.0001	0.0482	0.0003	0.0003	0.9273	0.0	0.0122	0.0114	0.0
sp|Q9ZPP1|Positive_55	Nucleus	0.0536	0.8537	0.1291	0.0005	0.0011	0.0017	0.0022	0.0009	0.0035	0.0061	0.0011
sp|P14211|Positive_55	Endoplasmic_reticulum	0.0218	0.0002	0.0003	0.0995	0.0006	0.0002	0.8758	0.0001	0.0002	0.0232	0.0
sp|P93508|Positive_55	Endoplasmic_reticulum	0.021	0.0001	0.0001	0.1282	0.0001	0.0001	0.8622	0.0	0.0005	0.0086	0.0
sp|Q5A360|Positive_53	Endoplasmic_reticulum	0.0182	0.0018	0.0131	0.2242	0.0013	0.0002	0.7348	0.0001	0.0006	0.024	0.0
sp|Q8T045|Positive_60	Endoplasmic_reticulum	0.0787	0.0002	0.0012	0.1835	0.001	0.0005	0.7823	0.0001	0.0012	0.0299	0.0
sp|Q869Z0|Positive_61	Endoplasmic_reticulum	0.3476	0.0088	0.0084	0.0851	0.0103	0.0056	0.7575	0.0004	0.0888	0.0348	0.0003
sp|Q29AU6|Positive_60	Endoplasmic_reticulum	0.0563	0.001	0.0037	0.3363	0.0045	0.0015	0.6212	0.0003	0.0005	0.0309	0.0001
sp|Q9BS26|Positive_62	Endoplasmic_reticulum	0.07	0.0017	0.0046	0.062	0.0007	0.0013	0.8198	0.0001	0.0057	0.1042	0.0
sp|Q9D1Q6|Positive_62	Endoplasmic_reticulum	0.0685	0.0126	0.0186	0.0675	0.0114	0.0023	0.7887	0.0008	0.0101	0.0879	0.0002
sp|Q3T0L2|Positive_62	Endoplasmic_reticulum	0.075	0.0009	0.0022	0.0371	0.0006	0.001	0.8527	0.0	0.0048	0.1006	0.0
sp|P29413|Positive_55	Endoplasmic_reticulum	0.0979	0.0003	0.0004	0.1247	0.0008	0.0017	0.8535	0.0001	0.0013	0.0171	0.0
sp|P13731|Positive_58	Extracellular	0.0011	0.0001	0.0045	0.8055	0.004	0.0	0.1776	0.0009	0.0	0.0073	0.0001
sp|Q9ZNY3|Positive_55	Endoplasmic_reticulum	0.1766	0.0036	0.001	0.034	0.0025	0.002	0.9107	0.0001	0.0343	0.0118	0.0
sp|P08712|Positive_9	Nucleus	0.0476	0.6826	0.2758	0.0007	0.0185	0.0013	0.0065	0.0005	0.0098	0.0033	0.0009
sp|Q58FF3|Positive_9	Nucleus	0.0411	0.5704	0.3977	0.0001	0.0008	0.0016	0.0056	0.0005	0.0163	0.0067	0.0003
sp|Q7Z1E6|Positive_55	Endoplasmic_reticulum	0.0386	0.0059	0.0076	0.2381	0.0014	0.001	0.7246	0.0008	0.0021	0.0184	0.0
sp|Q61KR9|Positive_55	Endoplasmic_reticulum	0.074	0.0007	0.0023	0.1041	0.003	0.0005	0.8681	0.001	0.0009	0.0196	0.0
sp|P27798|Positive_55	Endoplasmic_reticulum	0.0737	0.0006	0.0019	0.1204	0.0025	0.0005	0.8543	0.0007	0.0009	0.0183	0.0
sp|Q06814|Positive_55	Endoplasmic_reticulum	0.0703	0.0191	0.0607	0.0773	0.0222	0.0018	0.7505	0.0018	0.0049	0.0607	0.0009
sp|Q8NBL1|Positive_60	Endoplasmic_reticulum	0.1596	0.0001	0.0011	0.1227	0.0018	0.0019	0.8377	0.0	0.0005	0.0341	0.0001
sp|Q5E9Q1|Positive_60	Endoplasmic_reticulum	0.1339	0.0001	0.0005	0.1153	0.0003	0.0004	0.8686	0.0	0.0002	0.0146	0.0
sp|Q8BYB9|Positive_60	Endoplasmic_reticulum	0.1619	0.0004	0.0008	0.0855	0.0043	0.0011	0.8617	0.0	0.0099	0.0363	0.0001
sp|Q96L12|Positive_63	Endoplasmic_reticulum	0.4006	0.0007	0.0015	0.0237	0.0114	0.0033	0.9252	0.0006	0.0131	0.0204	0.0001
sp|Q2TBR8|Positive_55	Mitochondrion	0.2669	0.0096	0.0435	0.0105	0.7776	0.0033	0.11	0.0252	0.0019	0.004	0.0143
sp|Q758U2|Positive_64	Endoplasmic_reticulum	0.098	0.0005	0.0016	0.0726	0.0075	0.0003	0.9043	0.0001	0.0056	0.0075	0.0
sp|P28791|Positive_65	Endoplasmic_reticulum	0.9765	0.0145	0.0082	0.0	0.0364	0.0074	0.7793	0.0034	0.1008	0.0045	0.0454
sp|Q9D9Q6|Positive_63	Endoplasmic_reticulum	0.3555	0.001	0.0029	0.0609	0.0211	0.0035	0.8771	0.0023	0.0042	0.0268	0.0002
sp|P25303|Positive_66	Endoplasmic_reticulum	0.1526	0.0002	0.0008	0.0712	0.0013	0.0044	0.7861	0.0002	0.0086	0.1271	0.0001
sp|Q92249|Positive_67	Extracellular	0.0129	0.0018	0.1787	0.2807	0.0764	0.0071	0.2281	0.0662	0.0001	0.1278	0.033
sp|Q9STL5|Positive_68	Extracellular	0.0032	0.0001	0.0032	0.5337	0.0006	0.0004	0.2748	0.0004	0.0001	0.1867	0.0
sp|P25803|Positive_68	Lysosome/Vacuole	0.01	0.0	0.0006	0.2918	0.0003	0.0019	0.1959	0.0001	0.0072	0.5022	0.0
sp|P12412|Positive_68	Lysosome/Vacuole	0.0234	0.0	0.0006	0.2029	0.0004	0.003	0.2429	0.0001	0.011	0.539	0.0
sp|Q9STL4|Positive_68	Endoplasmic_reticulum	0.0105	0.0003	0.0055	0.2412	0.0003	0.0006	0.4713	0.0005	0.0006	0.2797	0.0
sp|Q9FGR9|Positive_68	Extracellular	0.0049	0.0001	0.002	0.3773	0.0009	0.0006	0.334	0.0001	0.0004	0.2846	0.0
sp|P43156|Positive_68	Lysosome/Vacuole	0.0027	0.0	0.0009	0.3312	0.0001	0.001	0.1224	0.0	0.0002	0.5441	0.0
sp|O65039|Positive_68	Lysosome/Vacuole	0.0018	0.0	0.0016	0.3232	0.0002	0.0006	0.2631	0.0001	0.0001	0.4112	0.0
sp|Q99068|Positive_69	Endoplasmic_reticulum	0.2449	0.0003	0.0002	0.0795	0.0049	0.0001	0.8028	0.0	0.1044	0.0077	0.0
sp|P55302|Positive_69	Endoplasmic_reticulum	0.2877	0.0004	0.0005	0.0438	0.0063	0.0002	0.6687	0.0001	0.2703	0.0098	0.0
sp|Q00216|Positive_67	Endoplasmic_reticulum	0.0341	0.0017	0.0895	0.2702	0.0982	0.0078	0.3299	0.0341	0.0005	0.1297	0.0386
sp|P30533|Positive_69	Endoplasmic_reticulum	0.3213	0.0017	0.0017	0.1174	0.0484	0.0006	0.5158	0.0002	0.3051	0.009	0.0001
sp|Q6EZC2|Positive_70	Extracellular	0.0053	0.0	0.0018	0.7925	0.0026	0.0017	0.1707	0.0001	0.0001	0.0305	0.0001
sp|Q6FUS3|Positive_71	Endoplasmic_reticulum	0.2458	0.0004	0.0009	0.082	0.0046	0.0028	0.8132	0.0007	0.0191	0.0762	0.0001
sp|Q15293|Positive_72	Endoplasmic_reticulum	0.4256	0.001	0.0007	0.0302	0.0047	0.0017	0.7841	0.0002	0.1652	0.0121	0.0001
sp|Q8BH97|Positive_72	Endoplasmic_reticulum	0.1154	0.0003	0.0006	0.0309	0.0021	0.0013	0.9542	0.0003	0.0006	0.0097	0.0
sp|Q2KJ39|Positive_72	Endoplasmic_reticulum	0.0481	0.0006	0.0053	0.1056	0.0086	0.0047	0.8117	0.0007	0.0004	0.0623	0.0001
sp|Q96D15|Positive_72	Endoplasmic_reticulum	0.0263	0.0005	0.0037	0.0879	0.0045	0.0026	0.8364	0.0005	0.0008	0.0631	0.0001
sp|Q05186|Positive_72	Endoplasmic_reticulum	0.2197	0.001	0.0006	0.0567	0.0024	0.0018	0.9013	0.0004	0.0085	0.0273	0.0
sp|O93434|Positive_72	Endoplasmic_reticulum	0.2901	0.0058	0.0201	0.0667	0.0207	0.0113	0.7524	0.0363	0.0045	0.0821	0.0002
sp|Q62703|Positive_73	Endoplasmic_reticulum	0.0083	0.0003	0.0005	0.1162	0.0004	0.0001	0.7721	0.0001	0.0008	0.1096	0.0
sp|Q8BP92|Positive_73	Endoplasmic_reticulum	0.0101	0.0008	0.0008	0.1202	0.0006	0.0001	0.7195	0.0002	0.0006	0.1573	0.0
sp|Q12404|Positive_74	Endoplasmic_reticulum	0.0424	0.0029	0.0071	0.375	0.013	0.0023	0.5678	0.0002	0.0019	0.0297	0.0003
sp|Q14257|Positive_73	Endoplasmic_reticulum	0.0099	0.0004	0.0025	0.1222	0.0011	0.0001	0.7556	0.0009	0.0005	0.1167	0.0
sp|Q03686|Positive_12	Cytoplasm	0.0424	0.1684	0.6289	0.0063	0.0327	0.014	0.041	0.0082	0.0219	0.0741	0.0044
sp|Q03682|Positive_12	Cytoplasm	0.1013	0.1059	0.4408	0.0169	0.0176	0.0416	0.0798	0.0192	0.0877	0.1882	0.0022
sp|Q03681|Positive_12	Cytoplasm	0.107	0.072	0.4225	0.019	0.0202	0.0476	0.0848	0.0247	0.0807	0.2258	0.0026
sp|P12794|Positive_12	Lysosome/Vacuole	0.1234	0.03	0.311	0.0334	0.0319	0.0674	0.0541	0.0541	0.0505	0.3607	0.0069
sp|Q99316|Positive_75	Endoplasmic_reticulum	0.2092	0.0018	0.0014	0.0308	0.0021	0.0009	0.9276	0.0001	0.0216	0.0136	0.0
sp|Q9D8U3|Positive_76	Endoplasmic_reticulum	0.0628	0.0008	0.0027	0.0525	0.0016	0.0002	0.9072	0.0001	0.0028	0.032	0.0
sp|Q96WS1|Positive_77	Lysosome/Vacuole	0.7536	0.0067	0.0007	0.0	0.0043	0.1379	0.3349	0.0009	0.1373	0.3757	0.0016
sp|P57759|Positive_78	Endoplasmic_reticulum	0.2066	0.0004	0.0019	0.027	0.0031	0.0011	0.8816	0.0009	0.0028	0.0811	0.0001
sp|P30040|Positive_78	Endoplasmic_reticulum	0.122	0.0001	0.0005	0.059	0.0018	0.0004	0.862	0.0002	0.0011	0.0749	0.0
sp|P52555|Positive_78	Endoplasmic_reticulum	0.0827	0.0001	0.0009	0.058	0.0014	0.0008	0.8394	0.0005	0.0004	0.0986	0.0
sp|P81623|Positive_78	Endoplasmic_reticulum	0.1165	0.0027	0.0185	0.0693	0.0779	0.002	0.6457	0.0666	0.0044	0.1103	0.0026
sp|O44342|Positive_79	Endoplasmic_reticulum	0.0209	0.0016	0.0069	0.1617	0.0023	0.0009	0.7911	0.0002	0.0003	0.0351	0.0
sp|Q5R6F1|Positive_80	Endoplasmic_reticulum	0.1841	0.0045	0.0017	0.1608	0.0171	0.0088	0.6602	0.002	0.0755	0.0692	0.0001
sp|Q14696|Positive_80	Endoplasmic_reticulum	0.1827	0.0026	0.001	0.1475	0.0153	0.0083	0.6325	0.0011	0.1249	0.0667	0.0001
sp|Q3T0U1|Positive_80	Endoplasmic_reticulum	0.2138	0.0021	0.001	0.1385	0.0081	0.0126	0.7186	0.0011	0.0616	0.0563	0.0001
sp|Q6C4W6|Positive_81	Endoplasmic_reticulum	0.024	0.0001	0.0014	0.2479	0.0009	0.0007	0.6892	0.0003	0.0011	0.0584	0.0
sp|P35176|Positive_81	Endoplasmic_reticulum	0.0304	0.0002	0.0016	0.1341	0.0006	0.0003	0.7869	0.0003	0.0005	0.0756	0.0
sp|Q5U2R7|Positive_80	Endoplasmic_reticulum	0.047	0.0007	0.0005	0.2432	0.0004	0.0022	0.7058	0.0001	0.0061	0.041	0.0
sp|Q9ERE7|Positive_80	Endoplasmic_reticulum	0.0988	0.0009	0.0003	0.2055	0.0029	0.0029	0.6841	0.0002	0.0507	0.0524	0.0
sp|Q50KB1|Positive_82	Endoplasmic_reticulum	0.0421	0.0073	0.1917	0.1288	0.1268	0.017	0.3058	0.0666	0.024	0.1298	0.0023
sp|Q9Y680|Positive_83	Endoplasmic_reticulum	0.3151	0.0007	0.006	0.0509	0.0173	0.0062	0.8384	0.0052	0.0109	0.0633	0.0011
sp|Q5RET2|Positive_83	Endoplasmic_reticulum	0.3523	0.0007	0.0051	0.05	0.018	0.0064	0.8445	0.005	0.0125	0.0568	0.0011
sp|Q9ESP1|Positive_84	Extracellular	0.0748	0.0012	0.0038	0.5472	0.1036	0.016	0.0827	0.0111	0.0188	0.2141	0.0014
sp|Q3T083|Positive_84	Extracellular	0.0397	0.0013	0.0067	0.7453	0.0506	0.0075	0.0728	0.0101	0.0025	0.1017	0.0015
sp|Q9HCN8|Positive_84	Extracellular	0.0255	0.0002	0.0007	0.7817	0.0101	0.0064	0.1049	0.0003	0.0029	0.0927	0.0001
sp|Q5ZKK4|Positive_80	Endoplasmic_reticulum	0.0252	0.0004	0.0006	0.3083	0.0018	0.0027	0.6408	0.0001	0.0002	0.0451	0.0
sp|O54998|Positive_83	Endoplasmic_reticulum	0.0211	0.0001	0.0011	0.0776	0.0014	0.0006	0.8736	0.0001	0.0003	0.0452	0.0
sp|O60046|Positive_85	Extracellular	0.0032	0.0005	0.0619	0.5003	0.0185	0.0007	0.2262	0.0465	0.0001	0.1446	0.0008
sp|Q5B4R3|Positive_81	Extracellular	0.0049	0.0005	0.0243	0.4263	0.0062	0.0003	0.3802	0.0021	0.0001	0.1599	0.0001
sp|Q8X166|Positive_81	Endoplasmic_reticulum	0.0234	0.0002	0.0059	0.3757	0.0029	0.0007	0.5171	0.0005	0.0002	0.0969	0.0001
sp|Q5R941|Positive_83	Endoplasmic_reticulum	0.1079	0.0008	0.0024	0.0716	0.0062	0.0006	0.8398	0.0006	0.0082	0.0696	0.0001
sp|P59024|Positive_83	Endoplasmic_reticulum	0.0252	0.0002	0.0016	0.174	0.0021	0.0002	0.7612	0.0002	0.0004	0.0601	0.0
