ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|D4ANW6|Negative_427	Extracellular	0.0005	0.0	0.0061	0.965	0.0009	0.0001	0.0033	0.0002	0.0	0.0243	0.0
sp|Q9W3W5|Negative_424	Extracellular	0.0	0.0	0.0001	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q90ZD5|Negative_426	Extracellular	0.0255	0.0613	0.0279	0.8053	0.0042	0.0256	0.0135	0.0	0.0311	0.031	0.0
sp|Q5A343|Negative_425	Cell_membrane	0.9698	0.0016	0.0017	0.0258	0.0039	0.9503	0.0121	0.0002	0.0035	0.001	0.0
sp|P86952|Negative_423	Extracellular	0.0003	0.0	0.0001	0.9902	0.0	0.0001	0.002	0.0	0.0	0.0075	0.0
sp|H2A0L1|Negative_423	Extracellular	0.0118	0.0001	0.0006	0.9206	0.0005	0.0131	0.0073	0.0	0.0004	0.0574	0.0
sp|Q9ZVA2|Negative_430	Extracellular	0.0001	0.0	0.0006	0.8961	0.0	0.0004	0.0145	0.0	0.001	0.0874	0.0
sp|Q6KF10|Negative_428	Extracellular	0.0015	0.0005	0.0003	0.9899	0.0001	0.0022	0.0054	0.0	0.0002	0.0015	0.0
sp|P27091|Negative_431	Extracellular	0.31	0.0014	0.0016	0.2731	0.0026	0.061	0.2666	0.0005	0.1964	0.1967	0.0002
sp|P83370|Negative_391	Extracellular	0.0	0.0	0.0	0.9987	0.0	0.0	0.0009	0.0	0.0	0.0004	0.0
sp|P82807|Negative_391	Extracellular	0.0	0.0	0.0	0.9991	0.0	0.0	0.0007	0.0	0.0	0.0002	0.0
sp|P81428|Negative_391	Extracellular	0.0	0.0	0.0	0.9991	0.0	0.0	0.0007	0.0	0.0	0.0002	0.0
sp|Q9R182|Negative_432	Extracellular	0.0076	0.0006	0.0008	0.8558	0.0002	0.0021	0.1129	0.0	0.0002	0.0274	0.0
sp|P19438|Negative_429	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9843	0.0143	0.0	0.0013	0.0001	0.0
sp|Q9ZVA1|Negative_430	Extracellular	0.0001	0.0	0.0001	0.9599	0.0	0.0003	0.0037	0.0	0.0001	0.0359	0.0
sp|O95897|Negative_372	Extracellular	0.0014	0.0	0.0007	0.7977	0.0004	0.0007	0.0493	0.0	0.0	0.1511	0.0
sp|P09230|Negative_433	Extracellular	0.0	0.0	0.0001	0.997	0.0	0.0	0.0006	0.0	0.0	0.0022	0.0
sp|Q5AFA2|Negative_435	Cell_membrane	0.988	0.0002	0.0	0.0139	0.0028	0.8289	0.1366	0.0013	0.0149	0.0013	0.0
sp|Q5A651|Negative_436	Cell_membrane	0.9638	0.0007	0.0	0.0003	0.0001	0.808	0.1076	0.0	0.031	0.0521	0.0
sp|P02679|Negative_437	Extracellular	0.0001	0.0	0.0	0.9785	0.0	0.0	0.0037	0.0	0.0001	0.0177	0.0
sp|Q58L94|Negative_391	Extracellular	0.0002	0.0	0.0	0.9932	0.0	0.0	0.0059	0.0	0.0	0.0009	0.0
sp|P83110|Negative_382	Extracellular	0.0004	0.0	0.0021	0.9319	0.0008	0.0003	0.0363	0.0001	0.0	0.0283	0.0
sp|Q92484|Negative_434	Extracellular	0.1235	0.0042	0.0177	0.4556	0.03	0.0238	0.2359	0.0019	0.0064	0.2231	0.0014
sp|Q9P4E6|Negative_399	Extracellular	0.0116	0.0001	0.011	0.8754	0.008	0.0009	0.0416	0.008	0.0001	0.0467	0.0082
sp|Q9VG08|Negative_439	Extracellular	0.0005	0.0002	0.0013	0.9161	0.0005	0.0005	0.0192	0.0001	0.0	0.062	0.0
sp|P19540|Negative_391	Extracellular	0.0045	0.0004	0.0015	0.916	0.0001	0.0006	0.0595	0.0	0.0001	0.0217	0.0
sp|P12019|Negative_440	Endoplasmic_reticulum	0.0968	0.0007	0.0009	0.2745	0.0013	0.0046	0.4806	0.0004	0.0283	0.2085	0.0001
sp|Q23997|Negative_438	Extracellular	0.0007	0.0001	0.0093	0.9249	0.0033	0.0002	0.0201	0.0014	0.0	0.0407	0.0001
sp|Q5AJY5|Negative_374	Cell_membrane	0.9913	0.0	0.0	0.0002	0.0001	0.9919	0.0043	0.0	0.0006	0.003	0.0
sp|Q5ACZ2|Negative_441	Cell_membrane	0.953	0.0	0.0	0.0022	0.0	0.9262	0.0056	0.0	0.0004	0.0655	0.0
sp|Q0E8C8|Negative_442	Endoplasmic_reticulum	0.0808	0.0001	0.0006	0.4536	0.0017	0.0078	0.4745	0.0002	0.0002	0.0613	0.0001
sp|Q8BQB4|Negative_443	Extracellular	0.1715	0.0	0.0001	0.6288	0.0031	0.0087	0.2614	0.0	0.0453	0.0526	0.0
sp|P05059|Negative_411	Extracellular	0.0042	0.0006	0.0049	0.8221	0.0033	0.0016	0.1625	0.0001	0.0009	0.0039	0.0
sp|O04496|Negative_445	Extracellular	0.002	0.0003	0.0025	0.9552	0.0006	0.0011	0.0118	0.0002	0.0001	0.0282	0.0
sp|D4AM57|Negative_444	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0001	0.0
sp|P23776|Negative_447	Extracellular	0.0002	0.0	0.0002	0.6475	0.0	0.0001	0.0575	0.0	0.0	0.2947	0.0
sp|Q06890|Negative_446	Endoplasmic_reticulum	0.02	0.0012	0.0028	0.1632	0.0013	0.0001	0.8191	0.0	0.0014	0.0109	0.0
sp|Q9UBX5|Negative_361	Extracellular	0.0	0.0	0.0	0.9994	0.0	0.0001	0.0001	0.0	0.0	0.0005	0.0
sp|Q9V3N1|Negative_448	Extracellular	0.0062	0.0002	0.0017	0.4929	0.003	0.0007	0.3865	0.0007	0.0001	0.1143	0.0001
sp|Q8CD91|Negative_449	Extracellular	0.0004	0.0002	0.0001	0.9987	0.0002	0.0003	0.0004	0.0	0.0	0.0001	0.0
sp|P05371|Negative_446	Endoplasmic_reticulum	0.0123	0.005	0.009	0.2346	0.0021	0.0002	0.7339	0.0	0.0012	0.0138	0.0
sp|Q27908|Negative_273	Extracellular	0.0001	0.0001	0.0	0.9966	0.0	0.0	0.003	0.0	0.0	0.0001	0.0
sp|Q09276|Negative_451	Cell_membrane	0.9995	0.0	0.0	0.0	0.0001	0.9969	0.0025	0.0	0.0003	0.0001	0.0
sp|A5D8T8|Negative_450	Extracellular	0.0003	0.0	0.0	0.9943	0.0	0.0002	0.002	0.0	0.0001	0.0034	0.0
sp|B6GX22|Negative_452	Extracellular	0.0001	0.0	0.0	0.9651	0.0	0.0001	0.0113	0.0	0.0	0.0235	0.0
sp|P70158|Negative_434	Extracellular	0.0024	0.0001	0.0019	0.7921	0.0005	0.0006	0.0982	0.0	0.0	0.1066	0.0
sp|P12799|Negative_437	Extracellular	0.0001	0.0	0.0001	0.9275	0.0	0.0001	0.0068	0.0	0.0001	0.0655	0.0
sp|Q00805|Negative_453	Extracellular	0.0012	0.0004	0.0011	0.9466	0.0003	0.0021	0.0183	0.0	0.0008	0.0304	0.0
sp|Q7T2X6|Negative_385	Extracellular	0.0096	0.0021	0.0021	0.9533	0.0035	0.0045	0.0287	0.0002	0.0007	0.0048	0.0
sp|Q9CXD9|Negative_454	Extracellular	0.0856	0.0022	0.002	0.5123	0.0062	0.015	0.4167	0.0002	0.0018	0.0438	0.0
sp|Q9ZVA5|Negative_430	Extracellular	0.0	0.0	0.0001	0.995	0.0	0.0003	0.0012	0.0	0.0	0.0034	0.0
sp|D4AUX6|Negative_455	Cell_membrane	0.7146	0.0022	0.0024	0.173	0.0071	0.4849	0.2239	0.0088	0.0226	0.0746	0.0005
sp|Q9W303|Negative_438	Extracellular	0.0003	0.0	0.0031	0.876	0.0004	0.0003	0.0149	0.0001	0.0	0.1052	0.0
sp|Q8K4L6|Negative_319	Extracellular	0.0207	0.0022	0.0073	0.8539	0.0006	0.0339	0.0621	0.0001	0.0081	0.0318	0.0
sp|Q8MLZ7|Negative_438	Extracellular	0.0001	0.0	0.0001	0.9901	0.0001	0.0001	0.0057	0.0	0.0	0.004	0.0
sp|Q9ZVA4|Negative_430	Extracellular	0.0	0.0	0.0001	0.9982	0.0	0.0	0.0002	0.0	0.0	0.0015	0.0
sp|D4AMB9|Negative_457	Extracellular	0.0002	0.0	0.0	0.9693	0.0	0.0004	0.0065	0.0	0.0	0.0237	0.0
sp|Q9V3D4|Negative_438	Extracellular	0.0002	0.0	0.0017	0.9133	0.0002	0.0001	0.0143	0.0	0.0	0.0704	0.0
sp|P18424|Negative_456	Extracellular	0.0772	0.0	0.0002	0.7723	0.0002	0.0087	0.1432	0.0	0.0012	0.0743	0.0
sp|P53761|Negative_456	Extracellular	0.0777	0.0	0.0002	0.8501	0.0002	0.0055	0.1248	0.0	0.0007	0.0185	0.0
sp|P04180|Negative_456	Extracellular	0.1191	0.0	0.0002	0.7658	0.0002	0.0091	0.1699	0.0	0.0005	0.0543	0.0
sp|Q8MM24|Negative_438	Extracellular	0.0014	0.0001	0.0021	0.7205	0.0006	0.0002	0.0519	0.0	0.0001	0.2244	0.0001
sp|P16301|Negative_456	Extracellular	0.1031	0.0001	0.0005	0.7038	0.0009	0.0087	0.2035	0.0	0.0024	0.0801	0.0
sp|P29717|Negative_447	Extracellular	0.0003	0.0	0.0016	0.8585	0.0001	0.0001	0.0087	0.0	0.0	0.131	0.0
sp|P79762|Negative_462	Cell_membrane	0.7457	0.0	0.0	0.2283	0.002	0.7407	0.0172	0.0	0.0012	0.0105	0.0001
sp|Q8N6Q3|Negative_460	Cell_membrane	0.8713	0.0	0.0	0.1073	0.0	0.8723	0.0131	0.0	0.0016	0.0057	0.0
sp|Q8N4T0|Negative_459	Endoplasmic_reticulum	0.3275	0.0048	0.0184	0.1822	0.1333	0.0274	0.329	0.0006	0.1223	0.1769	0.0052
sp|Q99036|Negative_461	Extracellular	0.0	0.0	0.0	0.9978	0.0	0.0	0.0001	0.0	0.0	0.002	0.0
sp|D4B5F9|Negative_463	Extracellular	0.0056	0.0	0.0003	0.9376	0.0003	0.0028	0.0344	0.0	0.0002	0.0244	0.0
sp|Q6XBF8|Negative_458	Extracellular	0.0011	0.0001	0.0009	0.9194	0.0009	0.0006	0.0167	0.0004	0.0	0.0609	0.0
sp|Q9URZ0|Negative_400	Extracellular	0.0026	0.0001	0.0016	0.785	0.0007	0.0007	0.0616	0.0001	0.0003	0.1498	0.0
sp|Q00387|Negative_464	Extracellular	0.0495	0.0009	0.0016	0.7993	0.0022	0.002	0.1726	0.0003	0.0009	0.0202	0.0
sp|Q12794|Negative_317	Extracellular	0.004	0.0002	0.002	0.9252	0.001	0.0026	0.0286	0.0001	0.0	0.0403	0.0
sp|P05049|Negative_465	Extracellular	0.0021	0.0032	0.0163	0.941	0.0052	0.0013	0.0163	0.0001	0.0001	0.0164	0.0001
sp|Q9H4F8|Negative_449	Extracellular	0.0159	0.0243	0.0158	0.7675	0.181	0.0061	0.0013	0.0002	0.0012	0.002	0.0006
sp|Q873X9|Negative_466	Extracellular	0.0006	0.0	0.0008	0.7709	0.0003	0.0002	0.0151	0.0	0.0001	0.2126	0.0
sp|O02350|Negative_467	Extracellular	0.0067	0.0	0.0031	0.5324	0.004	0.0002	0.2271	0.0004	0.0001	0.2324	0.0003
sp|Q9XSC9|Negative_468	Extracellular	0.0716	0.0071	0.0401	0.6372	0.1062	0.0038	0.1811	0.0042	0.0007	0.0139	0.0057
sp|P04115|Negative_437	Extracellular	0.0005	0.0	0.0	0.8747	0.0	0.0003	0.0121	0.0	0.0	0.1129	0.0
sp|O18330|Negative_469	Extracellular	0.0025	0.0002	0.0037	0.8472	0.0011	0.0005	0.0652	0.0	0.0001	0.0819	0.0001
sp|Q9FJZ3|Negative_470	Extracellular	0.001	0.0001	0.0012	0.9605	0.0008	0.0005	0.0183	0.0001	0.0	0.0183	0.0001
sp|O23147|Negative_422	Extracellular	0.0004	0.0001	0.0003	0.7526	0.0003	0.0041	0.0536	0.0	0.0018	0.1872	0.0
sp|Q9FS16|Negative_157	Extracellular	0.0154	0.1109	0.0148	0.8035	0.0153	0.0407	0.0025	0.0025	0.0035	0.0064	0.0
sp|A6N6J0|Negative_466	Extracellular	0.0001	0.0	0.0001	0.9683	0.0001	0.0001	0.0066	0.0	0.0	0.0248	0.0
sp|Q9UK05|Negative_471	Extracellular	0.0017	0.0001	0.0008	0.9462	0.0019	0.0008	0.0323	0.0	0.0006	0.0172	0.0
sp|P38248|Negative_472	Cell_membrane	0.991	0.0	0.0001	0.0013	0.0237	0.9154	0.0545	0.0002	0.0025	0.0021	0.0001
sp|Q9VG09|Negative_439	Extracellular	0.0004	0.0002	0.0015	0.9675	0.0004	0.0001	0.0131	0.0	0.0	0.0172	0.0
sp|O75356|Negative_473	Extracellular	0.0484	0.0001	0.0061	0.4789	0.0053	0.0069	0.2874	0.0025	0.0003	0.2118	0.0006
sp|Q9VFC2|Negative_474	Extracellular	0.0175	0.001	0.0056	0.624	0.0071	0.0006	0.3326	0.0006	0.0002	0.028	0.0001
sp|P20062|Negative_468	Extracellular	0.0318	0.0004	0.0035	0.5311	0.0042	0.0012	0.419	0.0001	0.0011	0.0392	0.0002
sp|Q9P4E7|Negative_476	Extracellular	0.0339	0.001	0.0113	0.8325	0.014	0.002	0.079	0.004	0.0001	0.0515	0.0046
sp|E9QA28|Negative_475	Extracellular	0.0015	0.0	0.0003	0.9439	0.0001	0.0028	0.0327	0.0	0.0	0.0202	0.0
sp|Q54HY0|Negative_440	Extracellular	0.0061	0.0007	0.007	0.6544	0.0008	0.0007	0.2134	0.0	0.0006	0.1224	0.0
sp|D4B179|Negative_477	Extracellular	0.0079	0.0002	0.0064	0.9027	0.0345	0.0009	0.0167	0.0063	0.0001	0.0312	0.0009
sp|Q2WEN9|Negative_475	Extracellular	0.0024	0.0	0.0008	0.9664	0.0005	0.0011	0.0165	0.0	0.0	0.0146	0.0
sp|Q8NKF9|Negative_447	Extracellular	0.0001	0.0	0.0003	0.7314	0.0	0.0	0.0234	0.0	0.0	0.2449	0.0
sp|O13716|Negative_481	Extracellular	0.0004	0.0	0.0006	0.63	0.0	0.0001	0.046	0.0	0.0	0.3232	0.0
sp|P10761|Negative_462	Cell_membrane	0.9954	0.0	0.0	0.0106	0.0003	0.9788	0.0092	0.0	0.0009	0.0002	0.0
sp|G4NK46|Negative_478	Extracellular	0.0001	0.0	0.0002	0.9785	0.0	0.0001	0.0016	0.0	0.0	0.0197	0.0
sp|Q9FM65|Negative_479	Cell_membrane	0.9518	0.0033	0.0006	0.0298	0.029	0.8292	0.035	0.0065	0.0086	0.0556	0.0024
sp|D4N4Z9|Negative_480	Extracellular	0.0001	0.0019	0.0078	0.9901	0.0001	0.0001	0.0	0.0	0.0	0.0001	0.0
sp|P48827|Negative_466	Extracellular	0.0002	0.0	0.0002	0.9553	0.0004	0.0001	0.005	0.0	0.0	0.0389	0.0
sp|Q4DA80|Negative_483	Golgi_apparatus	0.6748	0.0009	0.0029	0.0796	0.024	0.0339	0.1962	0.0023	0.5454	0.1129	0.0019
sp|P86966|Negative_482	Extracellular	0.001	0.0	0.0051	0.9398	0.0002	0.0021	0.0042	0.0	0.0003	0.0484	0.0
sp|Q9JHH6|Negative_459	Endoplasmic_reticulum	0.2558	0.0009	0.0059	0.2463	0.0072	0.0086	0.5482	0.0003	0.0304	0.1511	0.0011
sp|D4AS12|Negative_485	Extracellular	0.0063	0.0002	0.0102	0.6465	0.0047	0.0016	0.0308	0.0008	0.001	0.302	0.0023
sp|O75462|Negative_484	Extracellular	0.0127	0.0002	0.0001	0.8131	0.0003	0.0112	0.0974	0.0	0.0155	0.0623	0.0
sp|A6XGK3|Negative_485	Extracellular	0.0036	0.0001	0.0087	0.7417	0.0035	0.0011	0.0226	0.0005	0.0005	0.22	0.0013
sp|O13960|Negative_486	Cell_membrane	0.9715	0.0	0.0	0.0054	0.0001	0.9473	0.0394	0.0	0.0031	0.0047	0.0
sp|P81117|Negative_419	Endoplasmic_reticulum	0.1037	0.0029	0.0024	0.1047	0.0054	0.0008	0.7889	0.0001	0.0673	0.0274	0.0
sp|P53616|Negative_383	Extracellular	0.0	0.0	0.0002	0.9961	0.0	0.0	0.0003	0.0	0.0	0.0033	0.0
sp|D4APA9|Negative_487	Extracellular	0.0023	0.0001	0.0022	0.9604	0.0078	0.0006	0.0056	0.0016	0.0	0.0217	0.0001
sp|P80303|Negative_419	Endoplasmic_reticulum	0.075	0.0005	0.0006	0.087	0.0011	0.0002	0.8797	0.0	0.0203	0.0105	0.0
sp|Q4U4T0|Negative_488	Extracellular	0.0003	0.0	0.0004	0.9987	0.0002	0.0001	0.0001	0.0	0.0	0.0006	0.0
sp|B3A0P5|Negative_489	Extracellular	0.0	0.0	0.0	0.9953	0.0	0.0	0.0004	0.0	0.0	0.0042	0.0
sp|Q59NP5|Negative_383	Extracellular	0.0	0.0	0.0	0.9988	0.0	0.0	0.0001	0.0	0.0	0.0011	0.0
sp|P36955|Negative_490	Extracellular	0.0098	0.0001	0.0009	0.7969	0.0009	0.0004	0.1872	0.0001	0.0	0.0134	0.0
sp|P00732|Negative_459	Extracellular	0.0006	0.0001	0.0049	0.7786	0.0009	0.0001	0.0265	0.0002	0.0	0.1888	0.0
sp|D4ATH2|Negative_491	Extracellular	0.0004	0.0001	0.0044	0.8615	0.0008	0.0005	0.017	0.0001	0.0	0.1156	0.0002
sp|Q9GZT5|Negative_492	Extracellular	0.009	0.0	0.0	0.98	0.0002	0.0037	0.0029	0.0	0.0012	0.0119	0.0
sp|O74411|Negative_494	Cell_membrane	0.9855	0.0004	0.0	0.0008	0.0028	0.7336	0.1225	0.0001	0.1134	0.026	0.0005
sp|Q54PR9|Negative_493	Extracellular	0.0064	0.0008	0.0051	0.5876	0.0004	0.0025	0.0648	0.0005	0.0014	0.3363	0.0005
sp|A7XQ02|Negative_496	Extracellular	0.0	0.0	0.0	0.9154	0.0	0.0	0.0014	0.0	0.0	0.0831	0.0
sp|P48833|Negative_462	Cell_membrane	0.996	0.0	0.0	0.0036	0.0006	0.9892	0.0055	0.0	0.0005	0.0006	0.0001
sp|Q9GRW0|Negative_497	Extracellular	0.0003	0.0	0.0021	0.8851	0.0001	0.0016	0.0151	0.0	0.0	0.0959	0.0
sp|Q8R2Z5|Negative_495	Extracellular	0.2186	0.0002	0.0046	0.6527	0.0874	0.0947	0.1148	0.0004	0.0121	0.0314	0.0017
sp|Q09055|Negative_500	Extracellular	0.0027	0.0001	0.0006	0.8586	0.0017	0.0002	0.1228	0.0001	0.0	0.016	0.0
sp|D4AJL7|Negative_447	Extracellular	0.0002	0.0	0.001	0.9421	0.0003	0.0001	0.0069	0.0	0.0	0.0496	0.0
sp|P07758|Negative_500	Extracellular	0.0058	0.0	0.0002	0.7956	0.0004	0.0003	0.1945	0.0	0.0	0.0089	0.0
sp|Q00898|Negative_500	Extracellular	0.0032	0.0	0.0003	0.8233	0.0002	0.0004	0.1627	0.0	0.0	0.0131	0.0
sp|P53760|Negative_456	Extracellular	0.0441	0.0004	0.0089	0.459	0.0004	0.0044	0.26	0.0	0.0013	0.2655	0.0001
sp|P32478|Negative_499	Extracellular	0.0002	0.0001	0.0006	0.9974	0.0002	0.0001	0.0009	0.0	0.0	0.0007	0.0
sp|P22599|Negative_500	Extracellular	0.003	0.0	0.0003	0.8228	0.0004	0.0002	0.1652	0.0	0.0	0.0109	0.0
sp|Q00897|Negative_500	Extracellular	0.0018	0.0	0.0003	0.8469	0.0002	0.0001	0.1427	0.0	0.0	0.0097	0.0
sp|Q7TMF5|Negative_498	Extracellular	0.0398	0.0008	0.0095	0.7975	0.0394	0.0009	0.1427	0.0009	0.0004	0.0076	0.0004
sp|Q5AGC4|Negative_501	Cell_membrane	0.994	0.0	0.0	0.0001	0.0002	0.9457	0.045	0.0	0.0048	0.0042	0.0
sp|Q00896|Negative_500	Extracellular	0.0065	0.0	0.0003	0.7896	0.0004	0.0003	0.1955	0.0	0.0	0.0138	0.0
sp|Q8VEI3|Negative_317	Extracellular	0.041	0.0001	0.0006	0.8209	0.0041	0.0093	0.0917	0.0	0.0002	0.0732	0.0001
sp|Q8NCC3|Negative_456	Endoplasmic_reticulum	0.1741	0.0002	0.001	0.044	0.0013	0.0065	0.5619	0.0002	0.0137	0.3709	0.0003
sp|A1XIH1|Negative_487	Extracellular	0.0006	0.0003	0.0053	0.9805	0.0091	0.0006	0.001	0.0002	0.0	0.003	0.0
sp|A1XIH0|Negative_487	Extracellular	0.007	0.0001	0.0016	0.9686	0.0039	0.0048	0.006	0.0004	0.0001	0.0145	0.0
sp|Q8VEB4|Negative_456	Lysosome/Vacuole	0.0541	0.0001	0.0007	0.0741	0.0002	0.0058	0.3325	0.0	0.0038	0.5826	0.0001
sp|Q9TTE1|Negative_500	Extracellular	0.0933	0.0009	0.0096	0.4938	0.052	0.0021	0.3742	0.0034	0.0042	0.0574	0.0024
sp|P28301|Negative_502	Extracellular	0.0003	0.0	0.0001	0.9984	0.0001	0.0003	0.0003	0.0	0.0	0.0009	0.0
sp|Q9Z1P8|Negative_507	Extracellular	0.0004	0.0001	0.0002	0.9872	0.0006	0.0005	0.0025	0.0	0.0	0.0089	0.0
sp|Q90935|Negative_505	Extracellular	0.0032	0.0002	0.0078	0.7476	0.0028	0.0002	0.22	0.0006	0.0	0.0208	0.0
sp|Q59PV6|Negative_506	Extracellular	0.0003	0.0	0.0	0.9822	0.0	0.0017	0.0069	0.0	0.0001	0.0091	0.0
sp|P86100|Negative_504	Extracellular	0.0074	0.0013	0.0177	0.6791	0.006	0.0012	0.0795	0.0018	0.0011	0.2117	0.0005
sp|S5ZJC7|Negative_503	Extracellular	0.0014	0.0001	0.0063	0.7557	0.0032	0.0003	0.0281	0.0005	0.0	0.2054	0.0004
sp|Q99574|Negative_505	Extracellular	0.0032	0.0007	0.0219	0.632	0.0068	0.0003	0.2635	0.007	0.0	0.0675	0.0002
sp|Q9JLD2|Negative_505	Extracellular	0.0037	0.0002	0.0157	0.6545	0.0011	0.0002	0.2688	0.0013	0.0	0.0581	0.0002
sp|D4B4P1|Negative_508	Extracellular	0.0	0.0	0.0002	0.9761	0.0001	0.0	0.0036	0.0	0.0	0.0199	0.0
sp|Q9HEZ1|Negative_509	Extracellular	0.0	0.0	0.0005	0.9702	0.0	0.0	0.0011	0.0	0.0	0.0281	0.0
sp|Q54PA4|Negative_510	Extracellular	0.0001	0.0	0.0001	0.8932	0.0	0.0	0.0088	0.0	0.0	0.0978	0.0
sp|P0CT88|Negative_390	Extracellular	0.001	0.0	0.0003	0.857	0.0002	0.0005	0.0433	0.0	0.0	0.0986	0.0
sp|P05154|Negative_500	Extracellular	0.0129	0.0001	0.0005	0.8761	0.0031	0.0003	0.1169	0.0002	0.0	0.0028	0.0
sp|Q9NRN5|Negative_512	Extracellular	0.0154	0.001	0.006	0.6454	0.0038	0.0048	0.2722	0.0003	0.0002	0.0662	0.0001
sp|Q9UUZ2|Negative_511	Extracellular	0.0001	0.0	0.0001	0.981	0.0001	0.0	0.0036	0.0	0.0	0.0152	0.0
sp|Q9GK37|Negative_500	Extracellular	0.0056	0.0	0.0006	0.8888	0.0012	0.0003	0.0922	0.0	0.0	0.0168	0.0
sp|Q9BY76|Negative_507	Extracellular	0.0005	0.0001	0.0002	0.9906	0.0005	0.0004	0.0036	0.0	0.0	0.0046	0.0
sp|Q7Z9L3|Negative_447	Extracellular	0.0004	0.0001	0.0035	0.9247	0.0015	0.0003	0.0174	0.0001	0.0	0.0524	0.0
sp|Q91620|Negative_513	Extracellular	0.1721	0.036	0.0693	0.5006	0.0854	0.0372	0.169	0.0419	0.0142	0.0444	0.0019
sp|O60020|Negative_514	Extracellular	0.0004	0.0	0.0001	0.9935	0.0001	0.0001	0.0024	0.0	0.0	0.0038	0.0
sp|D4APQ6|Negative_515	Extracellular	0.0307	0.0002	0.0021	0.5976	0.0074	0.002	0.2675	0.0035	0.0019	0.1176	0.0002
sp|D4AKL6|Negative_477	Extracellular	0.0002	0.0	0.0002	0.9871	0.0004	0.0001	0.0043	0.0	0.0	0.0078	0.0
sp|L8GD75|Negative_487	Extracellular	0.0002	0.0	0.0006	0.851	0.0002	0.0006	0.0132	0.0	0.0	0.1342	0.0
sp|Q06902|Negative_516	Extracellular	0.0699	0.0	0.0033	0.5877	0.0392	0.0032	0.0071	0.3225	0.0002	0.0365	0.0003
sp|P28296|Negative_487	Extracellular	0.0013	0.0	0.0009	0.9025	0.0019	0.0003	0.0121	0.0002	0.0001	0.0818	0.0002
sp|Q62151|Negative_517	Cell_membrane	0.9999	0.0	0.0	0.0	0.0002	0.9993	0.0005	0.0	0.0	0.0	0.0
sp|Q6UX73|Negative_518	Extracellular	0.0164	0.0002	0.0008	0.7123	0.0007	0.004	0.2074	0.0	0.0002	0.0744	0.0
sp|Q6UWY5|Negative_520	Extracellular	0.0192	0.0007	0.0011	0.5843	0.0018	0.006	0.2627	0.0002	0.0006	0.1424	0.0002
sp|P05121|Negative_519	Extracellular	0.0129	0.0005	0.0051	0.8083	0.006	0.001	0.1505	0.001	0.0001	0.0273	0.0001
sp|A1XIH3|Negative_487	Extracellular	0.0006	0.0	0.0007	0.9884	0.0018	0.0003	0.0021	0.0002	0.0	0.0066	0.0
sp|A1XIH4|Negative_487	Extracellular	0.0006	0.0	0.0007	0.9872	0.0019	0.0003	0.0023	0.0002	0.0	0.0073	0.0
sp|L8FSM5|Negative_487	Extracellular	0.0	0.0	0.0	0.9968	0.0	0.0	0.0011	0.0	0.0	0.0021	0.0
sp|Q64K36|Negative_487	Extracellular	0.0005	0.0	0.0005	0.9919	0.0018	0.0002	0.001	0.0001	0.0	0.0044	0.0
sp|R4J7Z9|Negative_504	Extracellular	0.0233	0.0018	0.0183	0.7877	0.0061	0.0048	0.0974	0.0005	0.002	0.081	0.0003
sp|A1XIH6|Negative_487	Extracellular	0.0004	0.0	0.0002	0.9945	0.0006	0.0001	0.001	0.0	0.0	0.0034	0.0
sp|L8G6I7|Negative_487	Extracellular	0.0	0.0	0.0	0.9965	0.0	0.0	0.0013	0.0	0.0	0.0021	0.0
sp|A1XIH5|Negative_487	Extracellular	0.0005	0.0	0.0004	0.9914	0.0011	0.0001	0.0015	0.0001	0.0	0.0054	0.0
sp|Q69F35|Negative_487	Extracellular	0.0001	0.0	0.0	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0001	0.0
sp|D4AXW3|Negative_487	Extracellular	0.0001	0.0	0.0	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0001	0.0
sp|B7SIW2|Negative_509	Extracellular	0.0001	0.0	0.0005	0.9573	0.0	0.0	0.0015	0.0	0.0	0.0407	0.0
sp|Q3YBN2|Negative_521	Extracellular	0.005	0.0006	0.0101	0.9153	0.0028	0.0007	0.0405	0.0002	0.0	0.0296	0.0001
sp|P0CS83|Negative_522	Extracellular	0.0001	0.0	0.0019	0.8898	0.0001	0.0	0.0115	0.0	0.0	0.0966	0.0
sp|P27930|Negative_523	Cell_membrane	0.9863	0.0009	0.0006	0.0254	0.1411	0.5628	0.2219	0.0222	0.0041	0.0087	0.0124
sp|P0DJ06|Negative_522	Extracellular	0.0001	0.0	0.002	0.8909	0.0001	0.0	0.0114	0.0	0.0	0.0956	0.0
sp|Q01972|Negative_516	Extracellular	0.0003	0.0	0.0003	0.9847	0.0004	0.0	0.003	0.0001	0.0	0.0114	0.0
sp|Q64K34|Negative_487	Extracellular	0.0004	0.0	0.0	0.9985	0.0001	0.0002	0.0003	0.0	0.0	0.0008	0.0
sp|P78423|Negative_524	Cell_membrane	0.9923	0.0011	0.0003	0.0121	0.0034	0.9031	0.0389	0.0002	0.0395	0.001	0.0003
